scenario,is_conflict,number_of_conflicts,places_of_conflicts,conflict_vehicles,decisions,priority_order,waiting_times
"{""vehicles_scenario"": [{""vehicle_id"": ""V3513"", ""lane"": ""5"", ""speed"": 35.018523088053215, ""distance_to_intersection"": 474.32256981817267, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V6014"", ""lane"": ""3"", ""speed"": 43.398771286998254, ""distance_to_intersection"": 357.20505002342765, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V7767"", ""lane"": ""4"", ""speed"": 27.115180897395327, ""distance_to_intersection"": 81.65931919520929, ""direction"": ""east"", ""destination"": ""E""}]}",no,0,[],[],[],"{'V3513': None, 'V6014': None, 'V7767': None}","{'V3513': 0, 'V6014': 0, 'V7767': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1574"", ""lane"": ""8"", ""speed"": 71.88400087179292, ""distance_to_intersection"": 140.1590433349482, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V8312"", ""lane"": ""4"", ""speed"": 28.42863674656733, ""distance_to_intersection"": 297.7572218092753, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V6957"", ""lane"": ""1"", ""speed"": 35.8855107122217, ""distance_to_intersection"": 254.08027151663967, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V1574': None, 'V8312': None, 'V6957': None}","{'V1574': 0, 'V8312': 0, 'V6957': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2720"", ""lane"": ""3"", ""speed"": 66.34377237403433, ""distance_to_intersection"": 467.02422213138334, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V8552"", ""lane"": ""4"", ""speed"": 54.85896766498462, ""distance_to_intersection"": 278.78803083988134, ""direction"": ""east"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V2720': None, 'V8552': None}","{'V2720': 0, 'V8552': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5788"", ""lane"": ""3"", ""speed"": 28.98177657094927, ""distance_to_intersection"": 316.3554098832881, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V2954"", ""lane"": ""2"", ""speed"": 54.511872995055555, ""distance_to_intersection"": 474.4717466561491, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V9627"", ""lane"": ""7"", ""speed"": 49.24323189552955, ""distance_to_intersection"": 379.73331072371366, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V6531"", ""lane"": ""6"", ""speed"": 74.44611793317253, ""distance_to_intersection"": 455.53688922961413, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V3656"", ""lane"": ""3"", ""speed"": 20.705761701504986, ""distance_to_intersection"": 365.46373482467226, ""direction"": ""east"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V2954', 'vehicle2_id': 'V9627'}]",['Potential conflict: Vehicle V2954 must yield to Vehicle V9627'],"{'V9627': 1, 'V2954': 2, 'V5788': None, 'V6531': None, 'V3656': None}","{'V9627': 0, 'V2954': 0, 'V5788': 0, 'V6531': 0, 'V3656': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7527"", ""lane"": ""7"", ""speed"": 69.58550946320803, ""distance_to_intersection"": 497.82723774777645, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V6824"", ""lane"": ""6"", ""speed"": 42.05262155014279, ""distance_to_intersection"": 293.9093350518558, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V8349"", ""lane"": ""8"", ""speed"": 25.130508277747417, ""distance_to_intersection"": 398.7753920837042, ""direction"": ""west"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V7527', 'vehicle2_id': 'V6824'}]",['Potential conflict: Vehicle V6824 must yield to Vehicle V7527'],"{'V6824': 1, 'V7527': 2, 'V8349': None}","{'V6824': 0, 'V7527': 2, 'V8349': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3527"", ""lane"": ""1"", ""speed"": 61.88633631078219, ""distance_to_intersection"": 168.9905366924243, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V9283"", ""lane"": ""1"", ""speed"": 76.38935882985642, ""distance_to_intersection"": 439.92495888718105, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V4629"", ""lane"": ""7"", ""speed"": 33.86511717064971, ""distance_to_intersection"": 477.9291976663637, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V3527': None, 'V9283': None, 'V4629': None}","{'V3527': 0, 'V9283': 0, 'V4629': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7045"", ""lane"": ""6"", ""speed"": 36.39407837914024, ""distance_to_intersection"": 189.17188822239845, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V7709"", ""lane"": ""2"", ""speed"": 58.73763601320336, ""distance_to_intersection"": 383.93773891219604, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V2390"", ""lane"": ""6"", ""speed"": 62.825032840361516, ""distance_to_intersection"": 51.229291436360356, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V3133"", ""lane"": ""6"", ""speed"": 60.96807648374993, ""distance_to_intersection"": 371.4927830315951, ""direction"": ""south"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V7045': None, 'V7709': None, 'V2390': None, 'V3133': None}","{'V7045': 0, 'V7709': 0, 'V2390': 0, 'V3133': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4744"", ""lane"": ""7"", ""speed"": 65.24165308565512, ""distance_to_intersection"": 101.41300902576617, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V6003"", ""lane"": ""4"", ""speed"": 37.81952990788166, ""distance_to_intersection"": 241.75464548339477, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V6546"", ""lane"": ""5"", ""speed"": 39.88873869061402, ""distance_to_intersection"": 136.46218479379215, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V9631"", ""lane"": ""1"", ""speed"": 33.05101513819263, ""distance_to_intersection"": 486.1977236149633, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V4744': None, 'V6003': None, 'V6546': None, 'V9631': None}","{'V4744': 0, 'V6003': 0, 'V6546': 0, 'V9631': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1760"", ""lane"": ""8"", ""speed"": 36.79947428219431, ""distance_to_intersection"": 169.72545509336413, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V8207"", ""lane"": ""7"", ""speed"": 30.92359382333077, ""distance_to_intersection"": 130.62595009956533, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V9830"", ""lane"": ""8"", ""speed"": 36.33490184163274, ""distance_to_intersection"": 298.7886055420931, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V7318"", ""lane"": ""6"", ""speed"": 37.913553105006955, ""distance_to_intersection"": 318.8741789676178, ""direction"": ""south"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V9830', 'vehicle2_id': 'V7318'}]",['Potential conflict: Vehicle V7318 must yield to Vehicle V9830'],"{'V9830': 1, 'V7318': 2, 'V1760': None, 'V8207': None}","{'V9830': 0, 'V7318': 2, 'V1760': 0, 'V8207': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6469"", ""lane"": ""5"", ""speed"": 31.796560824891987, ""distance_to_intersection"": 278.08030639364466, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V5143"", ""lane"": ""4"", ""speed"": 62.82729765609155, ""distance_to_intersection"": 421.4601258751433, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V3968"", ""lane"": ""1"", ""speed"": 20.660517645309632, ""distance_to_intersection"": 406.62787029278934, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V6469': None, 'V5143': None, 'V3968': None}","{'V6469': 0, 'V5143': 0, 'V3968': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7697"", ""lane"": ""3"", ""speed"": 42.5766086704678, ""distance_to_intersection"": 431.4830655772853, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V3988"", ""lane"": ""3"", ""speed"": 54.246226671384704, ""distance_to_intersection"": 269.3432470596097, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V2402"", ""lane"": ""6"", ""speed"": 27.831535437877445, ""distance_to_intersection"": 204.60145452395017, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V2753"", ""lane"": ""3"", ""speed"": 21.889748076507804, ""distance_to_intersection"": 186.95169608761387, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V7697': None, 'V3988': None, 'V2402': None, 'V2753': None}","{'V7697': 0, 'V3988': 0, 'V2402': 0, 'V2753': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1623"", ""lane"": ""7"", ""speed"": 71.19059281745032, ""distance_to_intersection"": 388.0781170163088, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V7989"", ""lane"": ""6"", ""speed"": 38.21133620898506, ""distance_to_intersection"": 151.49069628925741, ""direction"": ""south"", ""destination"": ""A""}]}",no,0,[],[],[],"{'V1623': None, 'V7989': None}","{'V1623': 0, 'V7989': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3879"", ""lane"": ""3"", ""speed"": 71.77805880894775, ""distance_to_intersection"": 229.17879893149677, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V5706"", ""lane"": ""6"", ""speed"": 54.367146315588045, ""distance_to_intersection"": 324.72277669265327, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V1604"", ""lane"": ""4"", ""speed"": 52.95075538399907, ""distance_to_intersection"": 438.65525335166467, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V5118"", ""lane"": ""8"", ""speed"": 71.71342056931584, ""distance_to_intersection"": 409.50458153534134, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V6935"", ""lane"": ""6"", ""speed"": 65.36686432213953, ""distance_to_intersection"": 325.22091010357775, ""direction"": ""south"", ""destination"": ""G""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V5706', 'vehicle2_id': 'V5118'}, {'vehicle1_id': 'V5118', 'vehicle2_id': 'V6935'}]","['Potential conflict: Vehicle V5706 must yield to Vehicle V5118', 'Potential conflict: Vehicle V5118 must yield to Vehicle V6935']","{'V6935': 1, 'V5118': 2, 'V5706': 3, 'V3879': None, 'V1604': None}","{'V6935': 0, 'V5118': 0, 'V5706': 2, 'V3879': 0, 'V1604': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3338"", ""lane"": ""5"", ""speed"": 70.48536665560243, ""distance_to_intersection"": 462.08372392027945, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V5597"", ""lane"": ""4"", ""speed"": 56.29932791875872, ""distance_to_intersection"": 354.8420967161727, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V7458"", ""lane"": ""3"", ""speed"": 49.10225206644304, ""distance_to_intersection"": 88.55015897348014, ""direction"": ""east"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V3338', 'vehicle2_id': 'V5597'}]",['Potential conflict: Vehicle V5597 must yield to Vehicle V3338'],"{'V5597': 1, 'V3338': 2, 'V7458': None}","{'V5597': 0, 'V3338': 2, 'V7458': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5783"", ""lane"": ""8"", ""speed"": 79.10252320778497, ""distance_to_intersection"": 81.50397933219149, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V3827"", ""lane"": ""6"", ""speed"": 69.47893261559872, ""distance_to_intersection"": 73.23653373643793, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V1715"", ""lane"": ""2"", ""speed"": 45.546946607735705, ""distance_to_intersection"": 62.434781785457645, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V1315"", ""lane"": ""6"", ""speed"": 56.182116939171046, ""distance_to_intersection"": 229.93613617702064, ""direction"": ""south"", ""destination"": ""G""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V5783', 'vehicle2_id': 'V3827'}, {'vehicle1_id': 'V5783', 'vehicle2_id': 'V1715'}]","['Potential conflict: Vehicle V3827 must yield to Vehicle V5783', 'Potential conflict: Vehicle V1715 must yield to Vehicle V5783']","{'V5783': 1, 'V3827': 2, 'V1715': 3, 'V1315': None}","{'V5783': 0, 'V3827': 2, 'V1715': 3, 'V1315': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2038"", ""lane"": ""8"", ""speed"": 44.155190859336805, ""distance_to_intersection"": 449.3337258919991, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V4000"", ""lane"": ""6"", ""speed"": 67.41976830020027, ""distance_to_intersection"": 99.20910554139152, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V8189"", ""lane"": ""2"", ""speed"": 67.99321928778754, ""distance_to_intersection"": 411.5633578284622, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V3391"", ""lane"": ""6"", ""speed"": 63.198861198142794, ""distance_to_intersection"": 366.97411374398723, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V8868"", ""lane"": ""7"", ""speed"": 33.96902002935722, ""distance_to_intersection"": 222.12704121165302, ""direction"": ""west"", ""destination"": ""D""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V8189', 'vehicle2_id': 'V8868'}, {'vehicle1_id': 'V3391', 'vehicle2_id': 'V8868'}]","['Potential conflict: Vehicle V8868 must yield to Vehicle V8189', 'Potential conflict: Vehicle V8868 must yield to Vehicle V3391']","{'V3391': 1, 'V8189': 2, 'V8868': 3, 'V2038': None, 'V4000': None}","{'V3391': 0, 'V8189': 2, 'V8868': 2, 'V2038': 0, 'V4000': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8745"", ""lane"": ""2"", ""speed"": 35.83542505271698, ""distance_to_intersection"": 265.2356011340129, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V7615"", ""lane"": ""6"", ""speed"": 22.263014679346636, ""distance_to_intersection"": 494.6645709447814, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V8014"", ""lane"": ""5"", ""speed"": 57.21664417928313, ""distance_to_intersection"": 389.8718899605494, ""direction"": ""south"", ""destination"": ""D""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V8745', 'vehicle2_id': 'V8014'}]",['Potential conflict: Vehicle V8745 must yield to Vehicle V8014'],"{'V8014': 1, 'V8745': 2, 'V7615': None}","{'V8014': 0, 'V8745': 0, 'V7615': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6998"", ""lane"": ""5"", ""speed"": 48.465399367314866, ""distance_to_intersection"": 143.60565692037892, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V5812"", ""lane"": ""7"", ""speed"": 26.795989752413377, ""distance_to_intersection"": 64.7685745569363, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V1936"", ""lane"": ""2"", ""speed"": 31.689087699790157, ""distance_to_intersection"": 61.80657457581413, ""direction"": ""north"", ""destination"": ""D""}]}",yes,3,"['intersection', 'intersection', 'intersection']","[{'vehicle1_id': 'V6998', 'vehicle2_id': 'V5812'}, {'vehicle1_id': 'V6998', 'vehicle2_id': 'V1936'}, {'vehicle1_id': 'V5812', 'vehicle2_id': 'V1936'}]","['Potential conflict: Vehicle V6998 must yield to Vehicle V5812', 'Potential conflict: Vehicle V6998 must yield to Vehicle V1936', 'Potential conflict: Vehicle V5812 must yield to Vehicle V1936']","{'V1936': 1, 'V5812': 2, 'V6998': 3}","{'V1936': 0, 'V5812': 1, 'V6998': 1}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7769"", ""lane"": ""7"", ""speed"": 24.111289552984843, ""distance_to_intersection"": 497.9691242264211, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V3130"", ""lane"": ""3"", ""speed"": 73.56074626496728, ""distance_to_intersection"": 482.61531133620736, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V3400"", ""lane"": ""3"", ""speed"": 34.87618872660008, ""distance_to_intersection"": 492.13121283015425, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V2008"", ""lane"": ""6"", ""speed"": 36.349298603749375, ""distance_to_intersection"": 54.222503606199226, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V4050"", ""lane"": ""3"", ""speed"": 49.38986246604652, ""distance_to_intersection"": 251.46046089332611, ""direction"": ""east"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V7769': None, 'V3130': None, 'V3400': None, 'V2008': None, 'V4050': None}","{'V7769': 0, 'V3130': 0, 'V3400': 0, 'V2008': 0, 'V4050': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9667"", ""lane"": ""7"", ""speed"": 32.99385872655587, ""distance_to_intersection"": 326.9378233177741, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V5144"", ""lane"": ""7"", ""speed"": 25.881843835967167, ""distance_to_intersection"": 332.15798917131445, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V1455"", ""lane"": ""6"", ""speed"": 75.32178670968824, ""distance_to_intersection"": 264.46536550887447, ""direction"": ""south"", ""destination"": ""A""}]}",no,0,[],[],[],"{'V9667': None, 'V5144': None, 'V1455': None}","{'V9667': 0, 'V5144': 0, 'V1455': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6182"", ""lane"": ""4"", ""speed"": 29.611791909279912, ""distance_to_intersection"": 376.88855384691556, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V2394"", ""lane"": ""5"", ""speed"": 65.45150312057191, ""distance_to_intersection"": 290.95815634203586, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V9938"", ""lane"": ""1"", ""speed"": 79.81701003309198, ""distance_to_intersection"": 371.1183231787701, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V6182': None, 'V2394': None, 'V9938': None}","{'V6182': 0, 'V2394': 0, 'V9938': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8794"", ""lane"": ""7"", ""speed"": 20.00450934445269, ""distance_to_intersection"": 395.14915581367717, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V2645"", ""lane"": ""8"", ""speed"": 41.359517152764155, ""distance_to_intersection"": 477.239601735282, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V6963"", ""lane"": ""1"", ""speed"": 65.14155213402687, ""distance_to_intersection"": 365.5640669960364, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V5275"", ""lane"": ""7"", ""speed"": 40.82702032982439, ""distance_to_intersection"": 385.775336260887, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V8794': None, 'V2645': None, 'V6963': None, 'V5275': None}","{'V8794': 0, 'V2645': 0, 'V6963': 0, 'V5275': 0}"
